"D.Item.raw","B.Code","DC.Value","DC.Unit","DC.Variable","T.Name","A.Level.Name","P.Product","Out.WG.Start","Out.WG.Unit","Out.WG.Days","Weight Gain","Weight Gain Unit","Weight Gain_kg","Out.WG.Start_kg","Out.WG.End","Out.Subind","Feed Intake","Feed Intake Unit","Tree.Feed","Metabolic_Weight","Feed_Dosage_g_DM_per_kg_MW"
"45% DM Leucaena","LM0297",388,"g/kg","NDF","T4 45% Leucaena","45% DM Leucaena","Sheep",16.9,"kg",90,58.88,"g/d/individual",0.059,16.9,22.21,"Feed Intake",65.35,"g/kg body weight (0.75)",NA,8.33518087349634,NA
"45% DM Leucaena","LM0297",278,"g/kg","ADF","T4 45% Leucaena","45% DM Leucaena","Sheep",16.9,"kg",90,58.88,"g/d/individual",0.059,16.9,22.21,"Feed Intake",657.64,"g DM/individual/day",NA,8.33518087349634,NA
"45% DM Leucaena","LM0297",278,"g/kg","ADF","T4 45% Leucaena","45% DM Leucaena","Sheep",16.9,"kg",90,58.88,"g/d/individual",0.059,16.9,22.21,"Feed Intake",65.35,"g/kg body weight (0.75)",NA,8.33518087349634,NA
"45% DM Leucaena","LM0297",64,"g/kg","ADL","T4 45% Leucaena","45% DM Leucaena","Sheep",16.9,"kg",90,58.88,"g/d/individual",0.059,16.9,22.21,"Feed Intake",657.64,"g DM/individual/day",NA,8.33518087349634,NA
"45% DM Leucaena","LM0297",64,"g/kg","ADL","T4 45% Leucaena","45% DM Leucaena","Sheep",16.9,"kg",90,58.88,"g/d/individual",0.059,16.9,22.21,"Feed Intake",65.35,"g/kg body weight (0.75)",NA,8.33518087349634,NA
"45% DM Leucaena","LM0297",918,"g/kg","OM","T4 45% Leucaena","45% DM Leucaena","Sheep",16.9,"kg",90,58.88,"g/d/individual",0.059,16.9,22.21,"Feed Intake",657.64,"g DM/individual/day",NA,8.33518087349634,NA
"45% DM Leucaena","LM0297",918,"g/kg","OM","T4 45% Leucaena","45% DM Leucaena","Sheep",16.9,"kg",90,58.88,"g/d/individual",0.059,16.9,22.21,"Feed Intake",65.35,"g/kg body weight (0.75)",NA,8.33518087349634,NA
"45% Leucaena Diet","HK0108",91.59,"g/100g","DM","T4 45% Leucaena Diet","45% Leucaena Diet","Goat",5.98,"kg",NA,45,"g/d/individual",0.045,5.98,NA,"Feed Intake",235.14,"g DM/individual/day",NA,3.82407047996274,NA
"45% Leucaena Diet","HK0108",91.59,"g/100g","DM","T4 45% Leucaena Diet","45% Leucaena Diet","Goat",5.98,"kg",NA,45,"g/d/individual",0.045,5.98,NA,"Feed Intake",50.55,"g DM/kg body weight (0.75)/individual/day",NA,3.82407047996274,13.2188986225203
"45% Leucaena Diet","HK0108",17.88,"g/100g","CP","T4 45% Leucaena Diet","45% Leucaena Diet","Goat",5.98,"kg",NA,45,"g/d/individual",0.045,5.98,NA,"Feed Intake",235.14,"g DM/individual/day",NA,3.82407047996274,NA
"45% Leucaena Diet","HK0108",17.88,"g/100g","CP","T4 45% Leucaena Diet","45% Leucaena Diet","Goat",5.98,"kg",NA,45,"g/d/individual",0.045,5.98,NA,"Feed Intake",50.55,"g DM/kg body weight (0.75)/individual/day",NA,3.82407047996274,13.2188986225203
"45% Leucaena Diet","HK0108",11.2,"g/100g","CFibre","T4 45% Leucaena Diet","45% Leucaena Diet","Goat",5.98,"kg",NA,45,"g/d/individual",0.045,5.98,NA,"Feed Intake",235.14,"g DM/individual/day",NA,3.82407047996274,NA
"45% Leucaena Diet","HK0108",11.2,"g/100g","CFibre","T4 45% Leucaena Diet","45% Leucaena Diet","Goat",5.98,"kg",NA,45,"g/d/individual",0.045,5.98,NA,"Feed Intake",50.55,"g DM/kg body weight (0.75)/individual/day",NA,3.82407047996274,13.2188986225203
"45% Leucaena Diet","HK0108",61.35,"g/100g","NDF","T4 45% Leucaena Diet","45% Leucaena Diet","Goat",5.98,"kg",NA,45,"g/d/individual",0.045,5.98,NA,"Feed Intake",235.14,"g DM/individual/day",NA,3.82407047996274,NA
"45% Leucaena Diet","HK0108",61.35,"g/100g","NDF","T4 45% Leucaena Diet","45% Leucaena Diet","Goat",5.98,"kg",NA,45,"g/d/individual",0.045,5.98,NA,"Feed Intake",50.55,"g DM/kg body weight (0.75)/individual/day",NA,3.82407047996274,13.2188986225203
"45% Leucaena Diet","HK0108",36.72,"g/100g","ADF","T4 45% Leucaena Diet","45% Leucaena Diet","Goat",5.98,"kg",NA,45,"g/d/individual",0.045,5.98,NA,"Feed Intake",235.14,"g DM/individual/day",NA,3.82407047996274,NA
"45% Leucaena Diet","HK0108",36.72,"g/100g","ADF","T4 45% Leucaena Diet","45% Leucaena Diet","Goat",5.98,"kg",NA,45,"g/d/individual",0.045,5.98,NA,"Feed Intake",50.55,"g DM/kg body weight (0.75)/individual/day",NA,3.82407047996274,13.2188986225203
"45% Leucaena Diet","HK0108",12.97,"g/100g","Ash","T4 45% Leucaena Diet","45% Leucaena Diet","Goat",5.98,"kg",NA,45,"g/d/individual",0.045,5.98,NA,"Feed Intake",235.14,"g DM/individual/day",NA,3.82407047996274,NA
"45% Leucaena Diet","HK0108",12.97,"g/100g","Ash","T4 45% Leucaena Diet","45% Leucaena Diet","Goat",5.98,"kg",NA,45,"g/d/individual",0.045,5.98,NA,"Feed Intake",50.55,"g DM/kg body weight (0.75)/individual/day",NA,3.82407047996274,13.2188986225203
"45% Leucaena Diet","HK0108",4.99,"g/100g","EE","T4 45% Leucaena Diet","45% Leucaena Diet","Goat",5.98,"kg",NA,45,"g/d/individual",0.045,5.98,NA,"Feed Intake",235.14,"g DM/individual/day",NA,3.82407047996274,NA
"45% Leucaena Diet","HK0108",4.99,"g/100g","EE","T4 45% Leucaena Diet","45% Leucaena Diet","Goat",5.98,"kg",NA,45,"g/d/individual",0.045,5.98,NA,"Feed Intake",50.55,"g DM/kg body weight (0.75)/individual/day",NA,3.82407047996274,13.2188986225203
"45% Leucaena Diet","HK0108",54.15,"g/100g","NFE","T4 45% Leucaena Diet","45% Leucaena Diet","Goat",5.98,"kg",NA,45,"g/d/individual",0.045,5.98,NA,"Feed Intake",235.14,"g DM/individual/day",NA,3.82407047996274,NA
"45% Leucaena Diet","HK0108",54.15,"g/100g","NFE","T4 45% Leucaena Diet","45% Leucaena Diet","Goat",5.98,"kg",NA,45,"g/d/individual",0.045,5.98,NA,"Feed Intake",50.55,"g DM/kg body weight (0.75)/individual/day",NA,3.82407047996274,13.2188986225203
"45% Leucaena Diet","HK0108",77.63,"%","DE","T4 45% Leucaena Diet","45% Leucaena Diet","Goat",5.98,"kg",NA,45,"g/d/individual",0.045,5.98,NA,"Feed Intake",235.14,"g DM/individual/day",NA,3.82407047996274,NA
"45% Leucaena Diet","HK0108",77.63,"%","DE","T4 45% Leucaena Diet","45% Leucaena Diet","Goat",5.98,"kg",NA,45,"g/d/individual",0.045,5.98,NA,"Feed Intake",50.55,"g DM/kg body weight (0.75)/individual/day",NA,3.82407047996274,13.2188986225203
"45% Leucaena Diet","HK0108",4.96,"kcal/kg","GE","T4 45% Leucaena Diet","45% Leucaena Diet","Goat",5.98,"kg",NA,45,"g/d/individual",0.045,5.98,NA,"Feed Intake",235.14,"g DM/individual/day",NA,3.82407047996274,NA
"45% Leucaena Diet","HK0108",4.96,"kcal/kg","GE","T4 45% Leucaena Diet","45% Leucaena Diet","Goat",5.98,"kg",NA,45,"g/d/individual",0.045,5.98,NA,"Feed Intake",50.55,"g DM/kg body weight (0.75)/individual/day",NA,3.82407047996274,13.2188986225203
"45% Leucaena Diet","HK0108",18.65,"g/100g","Hemicell","T4 45% Leucaena Diet","45% Leucaena Diet","Goat",5.98,"kg",NA,45,"g/d/individual",0.045,5.98,NA,"Feed Intake",235.14,"g DM/individual/day",NA,3.82407047996274,NA
"45% Leucaena Diet","HK0108",18.65,"g/100g","Hemicell","T4 45% Leucaena Diet","45% Leucaena Diet","Goat",5.98,"kg",NA,45,"g/d/individual",0.045,5.98,NA,"Feed Intake",50.55,"g DM/kg body weight (0.75)/individual/day",NA,3.82407047996274,13.2188986225203
"45% Leucaena Diet","HK0108",87.03,"g/100g","OM","T4 45% Leucaena Diet","45% Leucaena Diet","Goat",5.98,"kg",NA,45,"g/d/individual",0.045,5.98,NA,"Feed Intake",235.14,"g DM/individual/day",NA,3.82407047996274,NA
"45% Leucaena Diet","HK0108",87.03,"g/100g","OM","T4 45% Leucaena Diet","45% Leucaena Diet","Goat",5.98,"kg",NA,45,"g/d/individual",0.045,5.98,NA,"Feed Intake",50.55,"g DM/kg body weight (0.75)/individual/day",NA,3.82407047996274,13.2188986225203
"4JKM1","EO0086",89.2,"%","DM","4 JKM1","4JKM1","Chicken",1132.1,"g",15,18.5,"g/d/individual",0.018,1.1321,1.402,"Feed Intake",55.2,"g/individual/day",NA,1.0975229054583,NA
"4JKM1","EO0086",20.5,"%","CP","4 JKM1","4JKM1","Chicken",1132.1,"g",15,18.5,"g/d/individual",0.018,1.1321,1.402,"Feed Intake",55.2,"g/individual/day",NA,1.0975229054583,NA
"4JKM1","EO0086",5.2,"%","CFibre","4 JKM1","4JKM1","Chicken",1132.1,"g",15,18.5,"g/d/individual",0.018,1.1321,1.402,"Feed Intake",55.2,"g/individual/day",NA,1.0975229054583,NA
"4JKM1","EO0086",15.4,"%","Ash","4 JKM1","4JKM1","Chicken",1132.1,"g",15,18.5,"g/d/individual",0.018,1.1321,1.402,"Feed Intake",55.2,"g/individual/day",NA,1.0975229054583,NA
"4JKM1","EO0086",8.6,"%","EE","4 JKM1","4JKM1","Chicken",1132.1,"g",15,18.5,"g/d/individual",0.018,1.1321,1.402,"Feed Intake",55.2,"g/individual/day",NA,1.0975229054583,NA
"4JKM1","EO0086",50.3,"%","NFE","4 JKM1","4JKM1","Chicken",1132.1,"g",15,18.5,"g/d/individual",0.018,1.1321,1.402,"Feed Intake",55.2,"g/individual/day",NA,1.0975229054583,NA
"4JKM1","EO0086",3328,"kcal/kg DM","ME","4 JKM1","4JKM1","Chicken",1132.1,"g",15,18.5,"g/d/individual",0.018,1.1321,1.402,"Feed Intake",55.2,"g/individual/day",NA,1.0975229054583,NA
"4JKM1","EO0086",81.8,"%","OM","4 JKM1","4JKM1","Chicken",1132.1,"g",15,18.5,"g/d/individual",0.018,1.1321,1.402,"Feed Intake",55.2,"g/individual/day",NA,1.0975229054583,NA
"5","LM0103",88,"%","DM","5","5","Goat",26.35,"kg",84,143,"g/d/individual",0.143,26.35,38.362,"Feed Intake",26.2,"g/kg body weight (0.75)/individual/day",NA,11.6301539788461,NA
"5","LM0103",11.4,"%","CP","5","5","Goat",26.35,"kg",84,143,"g/d/individual",0.143,26.35,38.362,"Feed Intake",26.2,"g/kg body weight (0.75)/individual/day",NA,11.6301539788461,NA
"5","LM0103",54.1,"%","NDF","5","5","Goat",26.35,"kg",84,143,"g/d/individual",0.143,26.35,38.362,"Feed Intake",26.2,"g/kg body weight (0.75)/individual/day",NA,11.6301539788461,NA
"5","LM0103",35.6,"%","ADF","5","5","Goat",26.35,"kg",84,143,"g/d/individual",0.143,26.35,38.362,"Feed Intake",26.2,"g/kg body weight (0.75)/individual/day",NA,11.6301539788461,NA
"5","LM0103",7.2,"%","Ash","5","5","Goat",26.35,"kg",84,143,"g/d/individual",0.143,26.35,38.362,"Feed Intake",26.2,"g/kg body weight (0.75)/individual/day",NA,11.6301539788461,NA
"5","LM0103",3.4,"%","EE","5","5","Goat",26.35,"kg",84,143,"g/d/individual",0.143,26.35,38.362,"Feed Intake",26.2,"g/kg body weight (0.75)/individual/day",NA,11.6301539788461,NA
"5% CBC","HK0067",15.41,"%","CP","T2 5% CBC","5% CBC","Chicken",NA,"Unspecified",77,10.46,"g/d/individual",0.01,NA,NA,"Feed Intake",62.8,"g/individual/day",NA,NA,NA
"5% CBC","HK0067",80,"%","Ash","T2 5% CBC","5% CBC","Chicken",NA,"Unspecified",77,10.46,"g/d/individual",0.01,NA,NA,"Feed Intake",62.8,"g/individual/day",NA,NA,NA
"5% CBC","HK0067",19,"%","EE","T2 5% CBC","5% CBC","Chicken",NA,"Unspecified",77,10.46,"g/d/individual",0.01,NA,NA,"Feed Intake",62.8,"g/individual/day",NA,NA,NA
"5% CBC","HK0067",11.9,"MJ/kg","ME","T2 5% CBC","5% CBC","Chicken",NA,"Unspecified",77,10.46,"g/d/individual",0.01,NA,NA,"Feed Intake",62.8,"g/individual/day",NA,NA,NA
"5% CBC","HK0067",14.8,"MJ/kg","GE","T2 5% CBC","5% CBC","Chicken",NA,"Unspecified",77,10.46,"g/d/individual",0.01,NA,NA,"Feed Intake",62.8,"g/individual/day",NA,NA,NA
"5% MOC","JS0306",13.85,"%","CP","T2 5% MOC","5% MOC","Sheep",25370,"g",77,240,"g/d/individual",0.24,25.37,43.85,"Feed Intake",1540,"g/individual/day",NA,11.3042134760907,NA
"5% MOC","JS0306",0.38,"%","Phos","T2 5% MOC","5% MOC","Sheep",25370,"g",77,240,"g/d/individual",0.24,25.37,43.85,"Feed Intake",1540,"g/individual/day",NA,11.3042134760907,NA
"5% MOC","JS0306",0.69,"%","Calcium","T2 5% MOC","5% MOC","Sheep",25370,"g",77,240,"g/d/individual",0.24,25.37,43.85,"Feed Intake",1540,"g/individual/day",NA,11.3042134760907,NA
"5% MOC","JS0306",13.92,"%","CFibre","T2 5% MOC","5% MOC","Sheep",25370,"g",77,240,"g/d/individual",0.24,25.37,43.85,"Feed Intake",1540,"g/individual/day",NA,11.3042134760907,NA
"5% MOC","JS0306",325.72,"g/kg","NDF","T2 5% MOC","5% MOC","Sheep",25370,"g",77,240,"g/d/individual",0.24,25.37,43.85,"Feed Intake",1540,"g/individual/day",NA,11.3042134760907,NA
"5% MOC","JS0306",143.13,"g/kg","ADF","T2 5% MOC","5% MOC","Sheep",25370,"g",77,240,"g/d/individual",0.24,25.37,43.85,"Feed Intake",1540,"g/individual/day",NA,11.3042134760907,NA
"5% MOC","JS0306",11.85,"MJ/kg","ME","T2 5% MOC","5% MOC","Sheep",25370,"g",77,240,"g/d/individual",0.24,25.37,43.85,"Feed Intake",1540,"g/individual/day",NA,11.3042134760907,NA
"5% MOC","JS0306",5.69,"%","Cfat","T2 5% MOC","5% MOC","Sheep",25370,"g",77,240,"g/d/individual",0.24,25.37,43.85,"Feed Intake",1540,"g/individual/day",NA,11.3042134760907,NA
"50 MSK","HK0066.1",924,"g/kg","DM","T2 50 MSK","50 MSK","Chicken",NA,NA,56,-0.535714285714286,"g/d/individual",-0.001,NA,NA,"Feed Intake",133.2,"g/individual/day",NA,NA,NA
"50 MSK","HK0066.1",177,"g/kg","CP","T2 50 MSK","50 MSK","Chicken",NA,NA,56,-0.535714285714286,"g/d/individual",-0.001,NA,NA,"Feed Intake",133.2,"g/individual/day",NA,NA,NA
"50 MSK","HK0066.1",48,"g/kg","CFibre","T2 50 MSK","50 MSK","Chicken",NA,NA,56,-0.535714285714286,"g/d/individual",-0.001,NA,NA,"Feed Intake",133.2,"g/individual/day",NA,NA,NA
"50 MSK","HK0066.1",42,"g/kg","EE","T2 50 MSK","50 MSK","Chicken",NA,NA,56,-0.535714285714286,"g/d/individual",-0.001,NA,NA,"Feed Intake",133.2,"g/individual/day",NA,NA,NA
"50 MSK","HK0066.1",10.33,"MJ/kg","ME","T2 50 MSK","50 MSK","Chicken",NA,NA,56,-0.535714285714286,"g/d/individual",-0.001,NA,NA,"Feed Intake",133.2,"g/individual/day",NA,NA,NA
"50 MSK","HK0066.2",890,"g/kg","DM","T2 50 MSK","50 MSK","Chicken",NA,"g",35,25.3,"g/d/individual",0.025,NA,NA,"Feed Intake",67.8,"g/individual/day",NA,NA,NA
"50 MSK","HK0066.2",235,"g/kg","CP","T2 50 MSK","50 MSK","Chicken",NA,"g",35,25.3,"g/d/individual",0.025,NA,NA,"Feed Intake",67.8,"g/individual/day",NA,NA,NA
"50 MSK","HK0066.2",39.7,"g/kg","CFibre","T2 50 MSK","50 MSK","Chicken",NA,"g",35,25.3,"g/d/individual",0.025,NA,NA,"Feed Intake",67.8,"g/individual/day",NA,NA,NA
"50 MSK","HK0066.2",43,"g/kg","EE","T2 50 MSK","50 MSK","Chicken",NA,"g",35,25.3,"g/d/individual",0.025,NA,NA,"Feed Intake",67.8,"g/individual/day",NA,NA,NA
"50 MSK","HK0066.2",12.4,"MJ/kg","ME","T2 50 MSK","50 MSK","Chicken",NA,"g",35,25.3,"g/d/individual",0.025,NA,NA,"Feed Intake",67.8,"g/individual/day",NA,NA,NA
"50 SDBM","JS0080",219.3,"g/kg","CP","T3 50 SDBM","50 SDBM","Chicken",NA,"g",35,52.5714285714286,"g/d/individual",0.053,NA,NA,"Feed Intake",107.428571428571,"g/individual/day",NA,NA,NA
"50 SDBM","JS0080",7.2,"g/kg","Phos","T3 50 SDBM","50 SDBM","Chicken",NA,"g",35,52.5714285714286,"g/d/individual",0.053,NA,NA,"Feed Intake",107.428571428571,"g/individual/day",NA,NA,NA
"50 SDBM","JS0080",13.3,"g/kg","Calcium","T3 50 SDBM","50 SDBM","Chicken",NA,"g",35,52.5714285714286,"g/d/individual",0.053,NA,NA,"Feed Intake",107.428571428571,"g/individual/day",NA,NA,NA
"50 SDBM","JS0080",39.3,"g/kg","CFibre","T3 50 SDBM","50 SDBM","Chicken",NA,"g",35,52.5714285714286,"g/d/individual",0.053,NA,NA,"Feed Intake",107.428571428571,"g/individual/day",NA,NA,NA
"50 SDBM","JS0080",37.3,"g/kg","EE","T3 50 SDBM","50 SDBM","Chicken",NA,"g",35,52.5714285714286,"g/d/individual",0.053,NA,NA,"Feed Intake",107.428571428571,"g/individual/day",NA,NA,NA
"50 SDBM","JS0080",11.53,"MJ/kg","ME","T3 50 SDBM","50 SDBM","Chicken",NA,"g",35,52.5714285714286,"g/d/individual",0.053,NA,NA,"Feed Intake",107.428571428571,"g/individual/day",NA,NA,NA
"50% BSG","NN0400",60.1,"%","DM","50% BSG","50% BSG","Pigs",41.2,"kg",42,266,"g/d/individual",0.266,41.2,52.372,"Feed Intake",4.14,"kg/individual/day",NA,16.2619608814965,NA
"50% BSG","NN0400",20,"%","CP","50% BSG","50% BSG","Pigs",41.2,"kg",42,266,"g/d/individual",0.266,41.2,52.372,"Feed Intake",4.14,"kg/individual/day",NA,16.2619608814965,NA
"50% BSG","NN0400",3.89,"%","CFibre","50% BSG","50% BSG","Pigs",41.2,"kg",42,266,"g/d/individual",0.266,41.2,52.372,"Feed Intake",4.14,"kg/individual/day",NA,16.2619608814965,NA
"50% BSG","NN0400",5.79,"%","Ash","50% BSG","50% BSG","Pigs",41.2,"kg",42,266,"g/d/individual",0.266,41.2,52.372,"Feed Intake",4.14,"kg/individual/day",NA,16.2619608814965,NA
"50% BSG","NN0400",2.53,"%","EE","50% BSG","50% BSG","Pigs",41.2,"kg",42,266,"g/d/individual",0.266,41.2,52.372,"Feed Intake",4.14,"kg/individual/day",NA,16.2619608814965,NA
"50% BSG","NN0400",14.7,"MJ/kg DM","ME","50% BSG","50% BSG","Pigs",41.2,"kg",42,266,"g/d/individual",0.266,41.2,52.372,"Feed Intake",4.14,"kg/individual/day",NA,16.2619608814965,NA
"50% Cull Date","JS0119",86.68,"%","DM","R2 50% Cull Date","50% Cull Date","Goat",18330,"g",90,90,"g/d/individual",0.09,18.33,26.43,"Feed Intake",629.84,"g DM/individual/day",NA,8.85873782140975,NA
"50% Cull Date","JS0119",86.68,"%","DM","R2 50% Cull Date","50% Cull Date","Goat",18330,"g",90,90,"g/d/individual",0.09,18.33,26.43,"Feed Intake",28.47,"g/kg body weight/individual/day",NA,8.85873782140975,NA
"50% Cull Date","JS0119",11.72,"%","CP","R2 50% Cull Date","50% Cull Date","Goat",18330,"g",90,90,"g/d/individual",0.09,18.33,26.43,"Feed Intake",629.84,"g DM/individual/day",NA,8.85873782140975,NA
"50% Cull Date","JS0119",11.72,"%","CP","R2 50% Cull Date","50% Cull Date","Goat",18330,"g",90,90,"g/d/individual",0.09,18.33,26.43,"Feed Intake",28.47,"g/kg body weight/individual/day",NA,8.85873782140975,NA
"50% Cull Date","JS0119",18.32,"%","CFibre","R2 50% Cull Date","50% Cull Date","Goat",18330,"g",90,90,"g/d/individual",0.09,18.33,26.43,"Feed Intake",629.84,"g DM/individual/day",NA,8.85873782140975,NA
"50% Cull Date","JS0119",18.32,"%","CFibre","R2 50% Cull Date","50% Cull Date","Goat",18330,"g",90,90,"g/d/individual",0.09,18.33,26.43,"Feed Intake",28.47,"g/kg body weight/individual/day",NA,8.85873782140975,NA
"50% Cull Date","JS0119",52.54,"%","NDF","R2 50% Cull Date","50% Cull Date","Goat",18330,"g",90,90,"g/d/individual",0.09,18.33,26.43,"Feed Intake",629.84,"g DM/individual/day",NA,8.85873782140975,NA
"50% Cull Date","JS0119",52.54,"%","NDF","R2 50% Cull Date","50% Cull Date","Goat",18330,"g",90,90,"g/d/individual",0.09,18.33,26.43,"Feed Intake",28.47,"g/kg body weight/individual/day",NA,8.85873782140975,NA
"50% Cull Date","JS0119",33.25,"%","ADF","R2 50% Cull Date","50% Cull Date","Goat",18330,"g",90,90,"g/d/individual",0.09,18.33,26.43,"Feed Intake",629.84,"g DM/individual/day",NA,8.85873782140975,NA
"50% Cull Date","JS0119",33.25,"%","ADF","R2 50% Cull Date","50% Cull Date","Goat",18330,"g",90,90,"g/d/individual",0.09,18.33,26.43,"Feed Intake",28.47,"g/kg body weight/individual/day",NA,8.85873782140975,NA
"50% Cull Date","JS0119",8.21,"%","Ash","R2 50% Cull Date","50% Cull Date","Goat",18330,"g",90,90,"g/d/individual",0.09,18.33,26.43,"Feed Intake",629.84,"g DM/individual/day",NA,8.85873782140975,NA
"50% Cull Date","JS0119",8.21,"%","Ash","R2 50% Cull Date","50% Cull Date","Goat",18330,"g",90,90,"g/d/individual",0.09,18.33,26.43,"Feed Intake",28.47,"g/kg body weight/individual/day",NA,8.85873782140975,NA
"50% Cull Date","JS0119",2.1,"%","EE","R2 50% Cull Date","50% Cull Date","Goat",18330,"g",90,90,"g/d/individual",0.09,18.33,26.43,"Feed Intake",629.84,"g DM/individual/day",NA,8.85873782140975,NA
"50% Cull Date","JS0119",2.1,"%","EE","R2 50% Cull Date","50% Cull Date","Goat",18330,"g",90,90,"g/d/individual",0.09,18.33,26.43,"Feed Intake",28.47,"g/kg body weight/individual/day",NA,8.85873782140975,NA
"50% Cull Date","JS0119",59.65,"%","NFE","R2 50% Cull Date","50% Cull Date","Goat",18330,"g",90,90,"g/d/individual",0.09,18.33,26.43,"Feed Intake",629.84,"g DM/individual/day",NA,8.85873782140975,NA
"50% Cull Date","JS0119",59.65,"%","NFE","R2 50% Cull Date","50% Cull Date","Goat",18330,"g",90,90,"g/d/individual",0.09,18.33,26.43,"Feed Intake",28.47,"g/kg body weight/individual/day",NA,8.85873782140975,NA
"50% FTL","JS0301",57.36,"g/kg","CP","T3 50% FTL","50% FTL","Sheep",17530,"g",90,56.39,"g/d/individual",0.056,17.53,22.57,"Feed Intake",746.78,"g DM/individual/day",NA,8.56715130499029,NA
"50% FTL","JS0301",57.36,"g/kg","CP","T3 50% FTL","50% FTL","Sheep",17530,"g",90,56.39,"g/d/individual",0.056,17.53,22.57,"Feed Intake",3.27,"DM % body weight/individual",NA,8.56715130499029,NA
"50% FTL","JS0301",7.29,"MJ/kg","ME","T3 50% FTL","50% FTL","Sheep",17530,"g",90,56.39,"g/d/individual",0.056,17.53,22.57,"Feed Intake",746.78,"g DM/individual/day",NA,8.56715130499029,NA
"50% FTL","JS0301",7.29,"MJ/kg","ME","T3 50% FTL","50% FTL","Sheep",17530,"g",90,56.39,"g/d/individual",0.056,17.53,22.57,"Feed Intake",3.27,"DM % body weight/individual",NA,8.56715130499029,NA
"50% NPH + 50% DGH","NJ0008",925,"g/kg","DM","T3","50% NPH + 50% DGH","Sheep",19,"kg",78,70,"g/d/individual",0.07,19,24.46,"Feed Intake",682,"g DM/individual/day",NA,9.10049888342792,NA
"50% NPH + 50% DGH","NJ0008",925,"g/kg","DM","T3","50% NPH + 50% DGH","Sheep",19,"kg",78,70,"g/d/individual",0.07,19,24.46,"Feed Intake",3,"DM % body weight/individual/day",NA,9.10049888342792,NA
"50% NPH + 50% DGH","NJ0008",925,"g/kg","DM","T3","50% NPH + 50% DGH","Sheep",19,"kg",78,70,"g/d/individual",0.07,19,24.46,"Feed Intake",62,"g DM/kg metabolic weight/individual/day",NA,9.10049888342792,NA
"50% NPH + 50% DGH","NJ0008",53,"g/kg","CP","T3","50% NPH + 50% DGH","Sheep",19,"kg",78,70,"g/d/individual",0.07,19,24.46,"Feed Intake",682,"g DM/individual/day",NA,9.10049888342792,NA
"50% NPH + 50% DGH","NJ0008",53,"g/kg","CP","T3","50% NPH + 50% DGH","Sheep",19,"kg",78,70,"g/d/individual",0.07,19,24.46,"Feed Intake",3,"DM % body weight/individual/day",NA,9.10049888342792,NA
"50% NPH + 50% DGH","NJ0008",53,"g/kg","CP","T3","50% NPH + 50% DGH","Sheep",19,"kg",78,70,"g/d/individual",0.07,19,24.46,"Feed Intake",62,"g DM/kg metabolic weight/individual/day",NA,9.10049888342792,NA
"50% NPH + 50% DGH","NJ0008",677,"g/kg","NDF","T3","50% NPH + 50% DGH","Sheep",19,"kg",78,70,"g/d/individual",0.07,19,24.46,"Feed Intake",682,"g DM/individual/day",NA,9.10049888342792,NA
"50% NPH + 50% DGH","NJ0008",677,"g/kg","NDF","T3","50% NPH + 50% DGH","Sheep",19,"kg",78,70,"g/d/individual",0.07,19,24.46,"Feed Intake",3,"DM % body weight/individual/day",NA,9.10049888342792,NA
"50% NPH + 50% DGH","NJ0008",677,"g/kg","NDF","T3","50% NPH + 50% DGH","Sheep",19,"kg",78,70,"g/d/individual",0.07,19,24.46,"Feed Intake",62,"g DM/kg metabolic weight/individual/day",NA,9.10049888342792,NA
"50% NPH + 50% DGH","NJ0008",415,"g/kg","ADF","T3","50% NPH + 50% DGH","Sheep",19,"kg",78,70,"g/d/individual",0.07,19,24.46,"Feed Intake",682,"g DM/individual/day",NA,9.10049888342792,NA
"50% NPH + 50% DGH","NJ0008",415,"g/kg","ADF","T3","50% NPH + 50% DGH","Sheep",19,"kg",78,70,"g/d/individual",0.07,19,24.46,"Feed Intake",3,"DM % body weight/individual/day",NA,9.10049888342792,NA
"50% NPH + 50% DGH","NJ0008",415,"g/kg","ADF","T3","50% NPH + 50% DGH","Sheep",19,"kg",78,70,"g/d/individual",0.07,19,24.46,"Feed Intake",62,"g DM/kg metabolic weight/individual/day",NA,9.10049888342792,NA
"50% NPH + 50% DGH","NJ0008",45,"g/kg","ADL","T3","50% NPH + 50% DGH","Sheep",19,"kg",78,70,"g/d/individual",0.07,19,24.46,"Feed Intake",682,"g DM/individual/day",NA,9.10049888342792,NA
"50% NPH + 50% DGH","NJ0008",45,"g/kg","ADL","T3","50% NPH + 50% DGH","Sheep",19,"kg",78,70,"g/d/individual",0.07,19,24.46,"Feed Intake",3,"DM % body weight/individual/day",NA,9.10049888342792,NA
"50% NPH + 50% DGH","NJ0008",45,"g/kg","ADL","T3","50% NPH + 50% DGH","Sheep",19,"kg",78,70,"g/d/individual",0.07,19,24.46,"Feed Intake",62,"g DM/kg metabolic weight/individual/day",NA,9.10049888342792,NA
"50% NPH + 50% DGH","NJ0008",123,"g/kg","Ash","T3","50% NPH + 50% DGH","Sheep",19,"kg",78,70,"g/d/individual",0.07,19,24.46,"Feed Intake",682,"g DM/individual/day",NA,9.10049888342792,NA
"50% NPH + 50% DGH","NJ0008",123,"g/kg","Ash","T3","50% NPH + 50% DGH","Sheep",19,"kg",78,70,"g/d/individual",0.07,19,24.46,"Feed Intake",3,"DM % body weight/individual/day",NA,9.10049888342792,NA
