"D.Item.raw","B.Code","DC.Value","DC.Unit","DC.Variable","T.Name","A.Level.Name","P.Product","Out.WG.Start","Out.WG.Unit","Out.WG.Days","Weight Gain","Weight Gain Unit","Weight Gain_kg","Out.WG.Start_kg","Out.WG.End","Out.Subind","Feed Intake","Feed Intake Unit","Tree.Feed","Metabolic_Weight","Feed_Dosage_g_DM_per_kg_MW"
"D1 100% FSF","JS0293",17.3,"%","CFibre","D1 100% FSF","D1 100% FSF","Pigs",25.2,"kg",90,228.9,"g/d/individual",0.229,25.2,45.81,"Feed Intake",1290.8,"g DM/individual/day",NA,11.2473550673904,NA
"D1 100% FSF","JS0293",17.3,"%","CFibre","D1 100% FSF","D1 100% FSF","Pigs",25.2,"kg",90,228.9,"g/d/individual",0.229,25.2,45.81,"Feed Intake",1290.8,"g DM/individual/day",NA,11.2473550673904,NA
"D1 100% FSF","JS0293",17.3,"%","CFibre","D1 100% FSF","D1 100% FSF","Pigs",25.2,"kg",90,228.9,"g/d/individual",0.229,25.2,45.81,"Feed Intake",1290.8,"g DM/individual/day",NA,11.2473550673904,NA
"D1 100% FSF","JS0293",6.68,"%","Ash","D1 100% FSF","D1 100% FSF","Pigs",25.2,"kg",90,228.9,"g/d/individual",0.229,25.2,45.81,"Feed Intake",1290.8,"g DM/individual/day",NA,11.2473550673904,NA
"D1 100% FSF","JS0293",6.68,"%","Ash","D1 100% FSF","D1 100% FSF","Pigs",25.2,"kg",90,228.9,"g/d/individual",0.229,25.2,45.81,"Feed Intake",1290.8,"g DM/individual/day",NA,11.2473550673904,NA
"D1 100% FSF","JS0293",6.68,"%","Ash","D1 100% FSF","D1 100% FSF","Pigs",25.2,"kg",90,228.9,"g/d/individual",0.229,25.2,45.81,"Feed Intake",1290.8,"g DM/individual/day",NA,11.2473550673904,NA
"D1 100% FSF","JS0293",7.15,"%","EE","D1 100% FSF","D1 100% FSF","Pigs",25.2,"kg",90,228.9,"g/d/individual",0.229,25.2,45.81,"Feed Intake",1290.8,"g DM/individual/day",NA,11.2473550673904,NA
"D1 100% FSF","JS0293",7.15,"%","EE","D1 100% FSF","D1 100% FSF","Pigs",25.2,"kg",90,228.9,"g/d/individual",0.229,25.2,45.81,"Feed Intake",1290.8,"g DM/individual/day",NA,11.2473550673904,NA
"D1 100% FSF","JS0293",7.15,"%","EE","D1 100% FSF","D1 100% FSF","Pigs",25.2,"kg",90,228.9,"g/d/individual",0.229,25.2,45.81,"Feed Intake",1290.8,"g DM/individual/day",NA,11.2473550673904,NA
"D1 100% FSF","JS0293",52.5,"%","NFE","D1 100% FSF","D1 100% FSF","Pigs",25.2,"kg",90,228.9,"g/d/individual",0.229,25.2,45.81,"Feed Intake",1290.8,"g DM/individual/day",NA,11.2473550673904,NA
"D1 100% FSF","JS0293",52.5,"%","NFE","D1 100% FSF","D1 100% FSF","Pigs",25.2,"kg",90,228.9,"g/d/individual",0.229,25.2,45.81,"Feed Intake",1290.8,"g DM/individual/day",NA,11.2473550673904,NA
"D1 100% FSF","JS0293",52.5,"%","NFE","D1 100% FSF","D1 100% FSF","Pigs",25.2,"kg",90,228.9,"g/d/individual",0.229,25.2,45.81,"Feed Intake",1290.8,"g DM/individual/day",NA,11.2473550673904,NA
"D1 100% FSF","JS0293",11.6,"MJ/kg DM","ME","D1 100% FSF","D1 100% FSF","Pigs",25.2,"kg",90,228.9,"g/d/individual",0.229,25.2,45.81,"Feed Intake",1290.8,"g DM/individual/day",NA,11.2473550673904,NA
"D1 100% FSF","JS0293",11.6,"MJ/kg DM","ME","D1 100% FSF","D1 100% FSF","Pigs",25.2,"kg",90,228.9,"g/d/individual",0.229,25.2,45.81,"Feed Intake",1290.8,"g DM/individual/day",NA,11.2473550673904,NA
"D1 100% FSF","JS0293",11.6,"MJ/kg DM","ME","D1 100% FSF","D1 100% FSF","Pigs",25.2,"kg",90,228.9,"g/d/individual",0.229,25.2,45.81,"Feed Intake",1290.8,"g DM/individual/day",NA,11.2473550673904,NA
"D1 Napier Grass alone","LM0164",149,"g/kg","DM","Friesian D1","D1 Napier Grass alone","Cattle",181,"kg",120,390,"g/d/individual",0.39,181,227.8,"Feed Intake",6000,"g DM/individual/day",NA,49.3467927277988,NA
"D1 Napier Grass alone","LM0164",149,"g/kg","DM","Sahiwal D1","D1 Napier Grass alone","Cattle",163,"kg",120,420,"g/d/individual",0.42,163,213.4,"Feed Intake",5600,"g DM/individual/day",NA,45.6184687333212,NA
"D1 Napier Grass alone","LM0164",117,"g/kg","CP","Friesian D1","D1 Napier Grass alone","Cattle",181,"kg",120,390,"g/d/individual",0.39,181,227.8,"Feed Intake",6000,"g DM/individual/day",NA,49.3467927277988,NA
"D1 Napier Grass alone","LM0164",117,"g/kg","CP","Sahiwal D1","D1 Napier Grass alone","Cattle",163,"kg",120,420,"g/d/individual",0.42,163,213.4,"Feed Intake",5600,"g DM/individual/day",NA,45.6184687333212,NA
"D1 Napier Grass alone","LM0164",559,"g/kg","NDF","Friesian D1","D1 Napier Grass alone","Cattle",181,"kg",120,390,"g/d/individual",0.39,181,227.8,"Feed Intake",6000,"g DM/individual/day",NA,49.3467927277988,NA
"D1 Napier Grass alone","LM0164",559,"g/kg","NDF","Sahiwal D1","D1 Napier Grass alone","Cattle",163,"kg",120,420,"g/d/individual",0.42,163,213.4,"Feed Intake",5600,"g DM/individual/day",NA,45.6184687333212,NA
"D1 Napier Grass alone","LM0164",31,"g/kg","ADL","Friesian D1","D1 Napier Grass alone","Cattle",181,"kg",120,390,"g/d/individual",0.39,181,227.8,"Feed Intake",6000,"g DM/individual/day",NA,49.3467927277988,NA
"D1 Napier Grass alone","LM0164",31,"g/kg","ADL","Sahiwal D1","D1 Napier Grass alone","Cattle",163,"kg",120,420,"g/d/individual",0.42,163,213.4,"Feed Intake",5600,"g DM/individual/day",NA,45.6184687333212,NA
"D1 Napier Grass alone","LM0164",815,"g/kg","OM","Friesian D1","D1 Napier Grass alone","Cattle",181,"kg",120,390,"g/d/individual",0.39,181,227.8,"Feed Intake",6000,"g DM/individual/day",NA,49.3467927277988,NA
"D1 Napier Grass alone","LM0164",815,"g/kg","OM","Sahiwal D1","D1 Napier Grass alone","Cattle",163,"kg",120,420,"g/d/individual",0.42,163,213.4,"Feed Intake",5600,"g DM/individual/day",NA,45.6184687333212,NA
"D1 No F.polita","HK0006",7.9,"%","CP","D1 No F.polita","D1 No F.polita","Goat",5.9,"kg",NA,6.6,"g/d/individual",0.007,5.9,NA,"Feed Intake",45.2,"g/kg body weight (0.75)/individual/day",NA,3.78563735793057,NA
"D1 No F.polita","HK0006",11.89,"MJ/kg","DE","D1 No F.polita","D1 No F.polita","Goat",5.9,"kg",NA,6.6,"g/d/individual",0.007,5.9,NA,"Feed Intake",45.2,"g/kg body weight (0.75)/individual/day",NA,3.78563735793057,NA
"D2 30 F.polita","HK0006",11.41,"%","CP","D2 30 F.polita","D2 30 F.polita","Goat",6.1,"kg",NA,20.8,"g/d/individual",0.021,6.1,NA,"Feed Intake",44.2,"g/kg body weight (0.75)/individual/day","Ficus polita",3.88148021030363,NA
"D2 30 F.polita","HK0006",11.41,"%","CP","D2 30 F.polita","D2 30 F.polita","Goat",6.1,"kg",NA,20.8,"g/d/individual",0.021,6.1,NA,"Feed Intake",44.2,"g/kg body weight (0.75)/individual/day","Ficus polita",3.88148021030363,NA
"D2 30 F.polita","HK0006",11.41,"%","CP","D2 30 F.polita","D2 30 F.polita","Goat",6.1,"kg",NA,20.8,"g/d/individual",0.021,6.1,NA,"Feed Intake",44.2,"g/kg body weight (0.75)/individual/day","Ficus polita",3.88148021030363,NA
"D2 30 F.polita","HK0006",12.07,"MJ/kg","DE","D2 30 F.polita","D2 30 F.polita","Goat",6.1,"kg",NA,20.8,"g/d/individual",0.021,6.1,NA,"Feed Intake",44.2,"g/kg body weight (0.75)/individual/day","Ficus polita",3.88148021030363,NA
"D2 30 F.polita","HK0006",12.07,"MJ/kg","DE","D2 30 F.polita","D2 30 F.polita","Goat",6.1,"kg",NA,20.8,"g/d/individual",0.021,6.1,NA,"Feed Intake",44.2,"g/kg body weight (0.75)/individual/day","Ficus polita",3.88148021030363,NA
"D2 30 F.polita","HK0006",12.07,"MJ/kg","DE","D2 30 F.polita","D2 30 F.polita","Goat",6.1,"kg",NA,20.8,"g/d/individual",0.021,6.1,NA,"Feed Intake",44.2,"g/kg body weight (0.75)/individual/day","Ficus polita",3.88148021030363,NA
"D2 67% FSF","JS0293",91.2,"%","DM","D2 67% FSF","D2 67% FSF","Pigs",29.1,"kg",90,236.7,"g/d/individual",0.237,29.1,50.43,"Feed Intake",1315.3,"g DM/individual/day",NA,12.5290961400174,NA
"D2 67% FSF","JS0293",91.2,"%","DM","D2 67% FSF","D2 67% FSF","Pigs",29.1,"kg",90,236.7,"g/d/individual",0.237,29.1,50.43,"Feed Intake",1315.3,"g DM/individual/day",NA,12.5290961400174,NA
"D2 67% FSF","JS0293",91.2,"%","DM","D2 67% FSF","D2 67% FSF","Pigs",29.1,"kg",90,236.7,"g/d/individual",0.237,29.1,50.43,"Feed Intake",1315.3,"g DM/individual/day",NA,12.5290961400174,NA
"D2 67% FSF","JS0293",18.3,"%","CP","D2 67% FSF","D2 67% FSF","Pigs",29.1,"kg",90,236.7,"g/d/individual",0.237,29.1,50.43,"Feed Intake",1315.3,"g DM/individual/day",NA,12.5290961400174,NA
"D2 67% FSF","JS0293",18.3,"%","CP","D2 67% FSF","D2 67% FSF","Pigs",29.1,"kg",90,236.7,"g/d/individual",0.237,29.1,50.43,"Feed Intake",1315.3,"g DM/individual/day",NA,12.5290961400174,NA
"D2 67% FSF","JS0293",18.3,"%","CP","D2 67% FSF","D2 67% FSF","Pigs",29.1,"kg",90,236.7,"g/d/individual",0.237,29.1,50.43,"Feed Intake",1315.3,"g DM/individual/day",NA,12.5290961400174,NA
"D2 67% FSF","JS0293",14.5,"%","CFibre","D2 67% FSF","D2 67% FSF","Pigs",29.1,"kg",90,236.7,"g/d/individual",0.237,29.1,50.43,"Feed Intake",1315.3,"g DM/individual/day",NA,12.5290961400174,NA
"D2 67% FSF","JS0293",14.5,"%","CFibre","D2 67% FSF","D2 67% FSF","Pigs",29.1,"kg",90,236.7,"g/d/individual",0.237,29.1,50.43,"Feed Intake",1315.3,"g DM/individual/day",NA,12.5290961400174,NA
"D2 67% FSF","JS0293",14.5,"%","CFibre","D2 67% FSF","D2 67% FSF","Pigs",29.1,"kg",90,236.7,"g/d/individual",0.237,29.1,50.43,"Feed Intake",1315.3,"g DM/individual/day",NA,12.5290961400174,NA
"D2 67% FSF","JS0293",6.56,"%","Ash","D2 67% FSF","D2 67% FSF","Pigs",29.1,"kg",90,236.7,"g/d/individual",0.237,29.1,50.43,"Feed Intake",1315.3,"g DM/individual/day",NA,12.5290961400174,NA
"D2 67% FSF","JS0293",6.56,"%","Ash","D2 67% FSF","D2 67% FSF","Pigs",29.1,"kg",90,236.7,"g/d/individual",0.237,29.1,50.43,"Feed Intake",1315.3,"g DM/individual/day",NA,12.5290961400174,NA
"D2 67% FSF","JS0293",6.56,"%","Ash","D2 67% FSF","D2 67% FSF","Pigs",29.1,"kg",90,236.7,"g/d/individual",0.237,29.1,50.43,"Feed Intake",1315.3,"g DM/individual/day",NA,12.5290961400174,NA
"D2 67% FSF","JS0293",7.04,"%","EE","D2 67% FSF","D2 67% FSF","Pigs",29.1,"kg",90,236.7,"g/d/individual",0.237,29.1,50.43,"Feed Intake",1315.3,"g DM/individual/day",NA,12.5290961400174,NA
"D2 67% FSF","JS0293",7.04,"%","EE","D2 67% FSF","D2 67% FSF","Pigs",29.1,"kg",90,236.7,"g/d/individual",0.237,29.1,50.43,"Feed Intake",1315.3,"g DM/individual/day",NA,12.5290961400174,NA
"D2 67% FSF","JS0293",7.04,"%","EE","D2 67% FSF","D2 67% FSF","Pigs",29.1,"kg",90,236.7,"g/d/individual",0.237,29.1,50.43,"Feed Intake",1315.3,"g DM/individual/day",NA,12.5290961400174,NA
"D2 67% FSF","JS0293",54.2,"%","NFE","D2 67% FSF","D2 67% FSF","Pigs",29.1,"kg",90,236.7,"g/d/individual",0.237,29.1,50.43,"Feed Intake",1315.3,"g DM/individual/day",NA,12.5290961400174,NA
"D2 67% FSF","JS0293",54.2,"%","NFE","D2 67% FSF","D2 67% FSF","Pigs",29.1,"kg",90,236.7,"g/d/individual",0.237,29.1,50.43,"Feed Intake",1315.3,"g DM/individual/day",NA,12.5290961400174,NA
"D2 67% FSF","JS0293",54.2,"%","NFE","D2 67% FSF","D2 67% FSF","Pigs",29.1,"kg",90,236.7,"g/d/individual",0.237,29.1,50.43,"Feed Intake",1315.3,"g DM/individual/day",NA,12.5290961400174,NA
"D2 67% FSF","JS0293",11.7,"MJ/kg DM","ME","D2 67% FSF","D2 67% FSF","Pigs",29.1,"kg",90,236.7,"g/d/individual",0.237,29.1,50.43,"Feed Intake",1315.3,"g DM/individual/day",NA,12.5290961400174,NA
"D2 67% FSF","JS0293",11.7,"MJ/kg DM","ME","D2 67% FSF","D2 67% FSF","Pigs",29.1,"kg",90,236.7,"g/d/individual",0.237,29.1,50.43,"Feed Intake",1315.3,"g DM/individual/day",NA,12.5290961400174,NA
"D2 67% FSF","JS0293",11.7,"MJ/kg DM","ME","D2 67% FSF","D2 67% FSF","Pigs",29.1,"kg",90,236.7,"g/d/individual",0.237,29.1,50.43,"Feed Intake",1315.3,"g DM/individual/day",NA,12.5290961400174,NA
"D2 Napier/Desmodium","LM0164",157,"g/kg","DM","Friesian D2","D2 Napier/Desmodium","Cattle",181,"kg",120,420,"g/d/individual",0.42,181,231.4,"Feed Intake",7000,"g DM/individual/day",NA,49.3467927277988,NA
"D2 Napier/Desmodium","LM0164",157,"g/kg","DM","Sahiwal D2","D2 Napier/Desmodium","Cattle",163,"kg",120,470,"g/d/individual",0.47,163,219.4,"Feed Intake",6800,"g DM/individual/day",NA,45.6184687333212,NA
"D2 Napier/Desmodium","LM0164",142,"g/kg","CP","Friesian D2","D2 Napier/Desmodium","Cattle",181,"kg",120,420,"g/d/individual",0.42,181,231.4,"Feed Intake",7000,"g DM/individual/day",NA,49.3467927277988,NA
"D2 Napier/Desmodium","LM0164",142,"g/kg","CP","Sahiwal D2","D2 Napier/Desmodium","Cattle",163,"kg",120,470,"g/d/individual",0.47,163,219.4,"Feed Intake",6800,"g DM/individual/day",NA,45.6184687333212,NA
