D.Item.AOM,B.Code,DC.Unit.Is.Dry,D.Item,DC.Value,DC.Unit,DC.Variable,Scientific Name,NCBI,WFO,Feedipedia,CPC_Code_Product,CPC_Code_Component
AOM_001667,JS0290,Yes,Leucaena leucocephala Dried,107,g/kg,Ash,Leucaena leucocephala,http://purl.obolibrary.org/obo/NCBITaxon_3866,,https://www.feedipedia.org/node/282,NA,01919.9
AOM_001667,JS0192,Yes,Leucaena leucocephala Dried,45,g/kg,EE,Leucaena leucocephala,http://purl.obolibrary.org/obo/NCBITaxon_3866,,https://www.feedipedia.org/node/282,NA,01919.9
AOM_001667,JS0192,Yes,Leucaena leucocephala Dried,484,g/kg,NFE,Leucaena leucocephala,http://purl.obolibrary.org/obo/NCBITaxon_3866,,https://www.feedipedia.org/node/282,NA,01919.9
AOM_001667,JS0265,Yes,Leucaena leucocephala Dried,176,g/kg,Hemicell,Leucaena leucocephala,http://purl.obolibrary.org/obo/NCBITaxon_3866,,https://www.feedipedia.org/node/282,NA,01919.9
AOM_001667,NN0202,Yes,Leucaena leucocephala Dried,122,g/kg,Hemicell,Leucaena leucocephala,http://purl.obolibrary.org/obo/NCBITaxon_3866,,https://www.feedipedia.org/node/282,NA,01919.9
AOM_001667,JS0290,Yes,Leucaena leucocephala Dried,81,g/kg,Lignin,Leucaena leucocephala,http://purl.obolibrary.org/obo/NCBITaxon_3866,,https://www.feedipedia.org/node/282,NA,01919.9
AOM_001667,JS0192,Yes,Leucaena leucocephala Dried,910.8,g/kg,OM,Leucaena leucocephala,http://purl.obolibrary.org/obo/NCBITaxon_3866,,https://www.feedipedia.org/node/282,NA,01919.9
AOM_001667,LM0297,Yes,Leucaena leucocephala Dried,895,g/kg,OM,Leucaena leucocephala,http://purl.obolibrary.org/obo/NCBITaxon_3866,,https://www.feedipedia.org/node/282,NA,01919.9
AOM_001667,NN0202,Yes,Leucaena leucocephala Dried,901,g/kg,OM,Leucaena leucocephala,http://purl.obolibrary.org/obo/NCBITaxon_3866,,https://www.feedipedia.org/node/282,NA,01919.9
AOM_001667,JS0290,Yes,Leucaena leucocephala Dried,58,g/kg,Phenol,Leucaena leucocephala,http://purl.obolibrary.org/obo/NCBITaxon_3866,,https://www.feedipedia.org/node/282,NA,01919.9
AOM_001667,NN0202,Yes,Leucaena leucocephala Dried,28.96,550 nm/g NDF,Ctannins,Leucaena leucocephala,http://purl.obolibrary.org/obo/NCBITaxon_3866,,https://www.feedipedia.org/node/282,NA,01919.9
AOM_001668,LM0150,Yes,Leucaena leucocephala Wilted,300,g/kg,DM,Leucaena leucocephala,http://purl.obolibrary.org/obo/NCBITaxon_3866,,https://www.feedipedia.org/node/282,NA,01919.9
AOM_001668,LM0150,Yes,Leucaena leucocephala Wilted,218,g/kg,CP,Leucaena leucocephala,http://purl.obolibrary.org/obo/NCBITaxon_3866,,https://www.feedipedia.org/node/282,NA,01919.9
AOM_001668,LM0150,Yes,Leucaena leucocephala Wilted,469,g/kg,NDF,Leucaena leucocephala,http://purl.obolibrary.org/obo/NCBITaxon_3866,,https://www.feedipedia.org/node/282,NA,01919.9
AOM_001668,LM0150,Yes,Leucaena leucocephala Wilted,90,g/kg,Ash,Leucaena leucocephala,http://purl.obolibrary.org/obo/NCBITaxon_3866,,https://www.feedipedia.org/node/282,NA,01919.9
AOM_001672,LM0151.2,Yes,Leucaena leucocephala Leaves,310,g/kg,DM,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001672,LM0151.2,Yes,Leucaena leucocephala Leaves,225,g/kg,CP,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001672,LM0151.2,Yes,Leucaena leucocephala Leaves,394,g/kg,NDF,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001672,LM0151.2,Yes,Leucaena leucocephala Leaves,87,g/kg,Ash,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001672,LM0151.2,Yes,Leucaena leucocephala Leaves,154,g/kg,Lignin,Leucaena leucocephala,,,NA,NA,01919.9
AOM_001674,JS0119,Unspecified,Maize Ground,89.87,%,DM,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,NN0201,Unspecified,Maize Ground,909,g/kg,DM,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,NN0085,Yes,Maize Ground,86.22,%,DM,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,NN0098,Yes,Maize Ground,861.2,g/kg,DM,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,NN0110.1,Yes,Maize Ground,878,g/kg,DM,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,NN0110.2,Yes,Maize Ground,878,g/kg,DM,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,NN0114,Yes,Maize Ground,90.79,g/100g DM,DM,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,NN0115,Yes,Maize Ground,96,g/kg,CP,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,HK0029,Yes,Maize Ground,10.5,%,CP,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,JS0119,Unspecified,Maize Ground,9.85,%,CP,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,NN0085,Yes,Maize Ground,7.84,%,CP,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,NN0098,Yes,Maize Ground,78.4,g/kg,CP,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,NN0110.1,Yes,Maize Ground,108,g/kg,CP,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,NN0110.2,Yes,Maize Ground,108,g/kg,CP,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,NN0114,Yes,Maize Ground,8.89,g/100g DM,CP,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,NN0201,Unspecified,Maize Ground,14.5,g/kg,N,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,NN0115,Yes,Maize Ground,20,g/kg,CFibre,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,HK0029,Yes,Maize Ground,1.2,%,CFibre,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,JS0119,Unspecified,Maize Ground,2.75,%,CFibre,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,NN0085,Yes,Maize Ground,6.59,%,CFibre,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,NN0098,Yes,Maize Ground,65.9,g/kg,CFibre,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,NN0110.1,Yes,Maize Ground,20,g/kg,CFibre,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,NN0110.2,Yes,Maize Ground,20,g/kg,CFibre,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,NN0114,Yes,Maize Ground,29.78,g/100g DM,CFibre,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,JS0119,Unspecified,Maize Ground,9.3,%,NDF,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,NN0201,Unspecified,Maize Ground,178,g/kg,NDF,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,JS0119,Unspecified,Maize Ground,2.1,%,ADF,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,NN0115,Yes,Maize Ground,15,g/kg,Ash,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,HK0029,Yes,Maize Ground,1.2,%,Ash,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,JS0119,Unspecified,Maize Ground,5.25,%,Ash,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,NN0085,Yes,Maize Ground,1.32,%,Ash,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,NN0098,Yes,Maize Ground,13.2,g/kg,Ash,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,NN0110.1,Yes,Maize Ground,16,g/kg,Ash,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,NN0110.2,Yes,Maize Ground,16,g/kg,Ash,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,NN0114,Yes,Maize Ground,3.81,g/100g DM,Ash,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,HK0029,Yes,Maize Ground,3.8,%,EE,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,JS0119,Unspecified,Maize Ground,4.44,%,EE,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,HK0029,Yes,Maize Ground,83.3,g/100g DM,NFE,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,JS0119,Unspecified,Maize Ground,77.71,%,NFE,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,NN0085,Yes,Maize Ground,68.94,%,NFE,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,NN0098,Yes,Maize Ground,689.4,g/kg,NFE,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,NN0114,Yes,Maize Ground,46.82,g/100g DM,NFE,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,NN0114,Yes,Maize Ground,9.21,g/100g DM,Moisture,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,NN0115,Yes,Maize Ground,16.7,kJ/g,GE,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,HK0029,Yes,Maize Ground,3.7,kcal/kg DM,GE,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,NN0085,Yes,Maize Ground,14.17,kJ/g,GE,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
AOM_001674,NN0110.1,Yes,Maize Ground,17,MJ/kg,GE,Zea mays,http://purl.obolibrary.org/obo/NCBITaxon_4577,,NA,0112,
